report_year,agency_code,agency_jurisdiction,agency_state,population,violent_crimes,homicides,rapes,assaults,robberies,months_reported,crimes_percapita,homicides_percapita,rapes_percapita,assaults_percapita,robberies_percapita
1985,MN02711,Minneapolis,MN,361021,5135,29,419,2361,2326,12,1422.35,8.03,116.06,653.98,644.28
1986,MN02711,Minneapolis,MN,362845,5959,44,492,2622,2801,12,1642.3,12.13,135.6,722.62,771.95
1987,MN02711,Minneapolis,MN,359371,5538,38,520,2114,2866,12,1541.03,10.57,144.7,588.25,797.5
1988,MN02711,Minneapolis,MN,364745,5500,55,460,2420,2565,12,1507.9,15.08,126.12,663.48,703.23
1989,MN02711,Minneapolis,MN,348384,5367,46,462,2335,2524,12,1540.54,13.2,132.61,670.24,724.49
1990,MN02711,Minneapolis,MN,368383,4695,55,615,1467,2558,1,1274.49,14.93,166.95,398.23,694.39
1991,MN02711,Minneapolis,MN,373303,5889,64,744,2471,2610,12,1577.54,17.14,199.3,661.93,699.16
1992,MN02711,Minneapolis,MN,377345,6199,60,600,2464,3075,12,1642.79,15.9,159.01,652.98,814.9
1993,MN02711,Minneapolis,MN,366642,6481,58,518,2727,3178,12,1767.66,15.82,141.28,743.78,866.79
1994,MN02711,Minneapolis,MN,370834,7074,62,578,2990,3444,12,1907.59,16.72,155.86,806.29,928.72
1995,MN02711,Minneapolis,MN,357709,7076,96,578,2852,3550,12,1978.14,26.84,161.58,797.3,992.43
1996,MN02711,Minneapolis,MN,361595,6808,83,516,2967,3242,12,1882.77,22.95,142.7,820.53,896.58
1997,MN02711,Minneapolis,MN,363932,6733,58,536,2831,3308,12,1850.07,15.94,147.28,777.89,908.96
1998,MN02711,Minneapolis,MN,362124,5524,58,458,2637,2371,12,1525.44,16.02,126.48,728.2,654.75
1999,MN02711,Minneapolis,MN,355949,4943,47,451,2349,2096,12,1388.68,13.2,126.7,659.93,588.85
2000,MN02711,Minneapolis,MN,382618,4404,50,422,1984,1948,12,1151.02,13.07,110.29,518.53,509.12
2001,MN02711,Minneapolis,MN,386726,4101,43,399,1716,1943,12,1060.44,11.12,103.17,443.73,502.42
2002,MN02711,Minneapolis,MN,390415,4123,47,362,1920,1794,12,1056.06,12.04,92.72,491.78,459.51
2003,MN02711,Minneapolis,MN,378602,4517,46,384,1895,2192,12,1193.07,12.15,101.43,500.53,578.97
2004,MN02711,Minneapolis,MN,376255,4726,53,389,2036,2248,12,1256.06,14.09,103.39,541.12,597.47
2005,MN02711,Minneapolis,MN,376277,5472,47,402,2439,2584,12,1454.25,12.49,106.84,648.19,686.73
2006,MN02711,Minneapolis,MN,375302,6374,57,453,2836,3028,12,1698.37,15.19,120.7,755.66,806.82
2007,MN02711,Minneapolis,MN,371240,5580,47,452,2561,2520,12,1503.07,12.66,121.75,689.85,678.81
2008,MN02711,Minneapolis,MN,376753,4779,37,367,2370,2005,12,1268.47,9.82,97.41,629.06,532.18
2009,MN02711,Minneapolis,MN,382618,4242,18,413,2148,1663,12,1108.68,4.7,107.94,561.4,434.64
2010,MN02711,Minneapolis,MN,382578,4064,37,438,1993,1596,12,1062.27,9.67,114.49,520.94,417.17
2011,MN02711,Minneapolis,MN,385531,3722,32,386,1715,1589,12,965.42,8.3,100.12,444.84,412.16
2012,MN02711,Minneapolis,MN,390240,3872,39,403,1711,1719,12,992.21,9.99,103.27,438.45,440.5
2013,MN02711,Minneapolis,MN,396206,4038,36,385,1761,1856,12,1019.17,9.09,97.17,444.47,468.44
2014,MN02711,Minneapolis,MN,404461,4093,31,389,1802,1871,12,1011.96,7.66,96.18,445.53,462.59
2015,MN02711,Minneapolis,MN,413479,4395,47,407,2045,1896,,1062.93,11.37,98.43,494.58,458.55
1975,MD01604,Montgomery County,MD,496092,967,19,84,286,578,12,194.92,3.83,16.93,57.65,116.51
1976,MD01604,Montgomery County,MD,480055,932,26,85,257,564,12,194.14,5.42,17.71,53.54,117.49
1977,MD01604,Montgomery County,MD,491003,916,14,105,313,484,12,186.56,2.85,21.38,63.75,98.57
1978,MD01604,Montgomery County,MD,525247,1138,10,110,488,530,12,216.66,1.9,20.94,92.91,100.9
1979,MD01604,Montgomery County,MD,522756,1241,17,130,534,560,12,237.4,3.25,24.87,102.15,107.12
1980,MD01604,Montgomery County,MD,519381,1433,16,144,475,798,12,275.91,3.08,27.73,91.46,153.64
1981,MD01604,Montgomery County,MD,527903,1716,12,156,676,872,12,325.06,2.27,29.55,128.05,165.18
1982,MD01604,Montgomery County,MD,528399,1719,19,166,852,682,12,325.32,3.6,31.42,161.24,129.07
1983,MD01604,Montgomery County,MD,533230,1449,17,124,683,625,12,271.74,3.19,23.25,128.09,117.21
1984,MD01604,Montgomery County,MD,549800,1540,14,137,798,591,12,280.1,2.55,24.92,145.14,107.49
1985,MD01604,Montgomery County,MD,573982,1645,12,114,844,675,12,286.59,2.09,19.86,147.04,117.6
1986,MD01604,Montgomery County,MD,583337,1630,9,139,834,648,12,279.43,1.54,23.83,142.97,111.09
1987,MD01604,Montgomery County,MD,617920,1707,17,165,842,683,12,276.25,2.75,26.7,136.26,110.53
1988,MD01604,Montgomery County,MD,691815,1884,16,174,912,782,12,272.33,2.31,25.15,131.83,113.04
1989,MD01604,Montgomery County,MD,705979,1896,21,194,846,835,12,268.56,2.97,27.48,119.83,118.28
1990,MD01604,Montgomery County,MD,744830,2089,23,195,1064,807,12,280.47,3.09,26.18,142.85,108.35
1991,MD01604,Montgomery County,MD,757060,2445,22,210,1234,979,12,322.96,2.91,27.74,163,129.32
1992,MD01604,Montgomery County,MD,764539,2328,21,184,1193,930,12,304.5,2.75,24.07,156.04,121.64
1993,MD01604,Montgomery County,MD,775718,2110,29,205,1034,842,12,272.01,3.74,26.43,133.3,108.54
1994,MD01604,Montgomery County,MD,781306,2146,34,193,1050,869,12,274.67,4.35,24.7,134.39,111.22
1995,MD01604,Montgomery County,MD,794575,2359,20,215,1109,1015,12,296.89,2.52,27.06,139.57,127.74
1996,MD01604,Montgomery County,MD,799302,2165,12,154,1016,983,12,270.86,1.5,19.27,127.11,122.98
1997,MD01604,Montgomery County,MD,802770,2133,22,173,1097,841,12,265.7,2.74,21.55,136.65,104.76
1998,MD01604,Montgomery County,MD,812755,1838,12,159,955,712,12,226.14,1.48,19.56,117.5,87.6
1999,MD01604,Montgomery County,MD,828541,1558,12,122,770,654,12,188.04,1.45,14.72,92.93,78.93
2000,MD01604,Montgomery County,MD,856042,1692,11,168,805,708,12,197.65,1.28,19.63,94.04,82.71
2001,MD01604,Montgomery County,MD,868758,1812,18,136,840,818,12,208.57,2.07,15.65,96.69,94.16
2002,MD01604,Montgomery County,MD,882167,1942,32,138,895,877,12,220.14,3.63,15.64,101.45,99.41
2003,MD01604,Montgomery County,MD,900772,2115,21,134,956,1004,12,234.8,2.33,14.88,106.13,111.46
2004,MD01604,Montgomery County,MD,909204,1934,18,140,987,789,12,212.71,1.98,15.4,108.56,86.78
2005,MD01604,Montgomery County,MD,910985,2079,19,150,875,1035,12,228.21,2.09,16.47,96.05,113.61
2006,MD01604,Montgomery County,MD,911532,2155,15,141,833,1166,12,236.42,1.65,15.47,91.38,127.92
2007,MD01604,Montgomery County,MD,911528,2059,19,129,815,1096,12,225.88,2.08,14.15,89.41,120.24
2008,MD01604,Montgomery County,MD,922771,2087,21,131,835,1100,12,226.17,2.28,14.2,90.49,119.21
2009,MD01604,Montgomery County,MD,944041,2033,13,124,904,992,12,215.35,1.38,13.14,95.76,105.08
2010,MD01604,Montgomery County,MD,953109,1699,16,119,653,911,12,178.26,1.68,12.49,68.51,95.58
2011,MD01604,Montgomery County,MD,962146,1618,15,112,651,840,12,168.17,1.56,11.64,67.66,87.3
2012,MD01604,Montgomery County,MD,980160,1795,14,102,850,829,12,183.13,1.43,10.41,86.72,84.58
2013,MD01604,Montgomery County,MD,997082,1687,8,134,787,758,12,169.19,0.8,13.44,78.93,76.02
2014,MD01604,Montgomery County,MD,1009176,1648,17,119,892,620,12,163.3,1.68,11.79,88.39,61.44
2015,MD01604,Montgomery County,MD,1009176,1964,29,269,1060,606,,194.61,2.87,26.66,105.04,60.05
1975,LANPD00,New Orleans,LA,571934,5993,158,237,2002,3596,12,1047.85,27.63,41.44,350.04,628.74
1976,LANPD00,New Orleans,LA,557327,4810,170,264,1776,2600,12,863.05,30.5,47.37,318.66,466.51
1977,LANPD00,New Orleans,LA,587776,5947,173,360,2135,3279,12,1011.78,29.43,61.25,363.23,557.87
1978,LANPD00,New Orleans,LA,559160,7635,216,406,2849,4164,12,1365.44,38.63,72.61,509.51,744.69
1979,LANPD00,New Orleans,LA,567656,8894,242,423,2953,5276,12,1566.79,42.63,74.52,520.21,929.44
1980,LANPD00,New Orleans,LA,557761,8172,218,588,2719,4647,12,1465.14,39.08,105.42,487.48,833.15
1981,LANPD00,New Orleans,LA,571771,8121,217,453,2501,4950,12,1420.32,37.95,79.23,437.41,865.73
1982,LANPD00,New Orleans,LA,579338,8604,233,488,2777,5106,12,1485.14,40.22,84.23,479.34,881.35
1983,LANPD00,New Orleans,LA,589508,8048,210,536,2752,4550,12,1365.21,35.62,90.92,466.83,771.83
1984,LANPD00,New Orleans,LA,576071,8687,214,555,3213,4705,12,1507.97,37.15,96.34,557.74,816.74
1985,LANPD00,New Orleans,LA,561364,8222,152,451,3477,4142,12,1464.65,27.08,80.34,619.38,737.85
1986,LANPD00,New Orleans,LA,563927,9165,197,456,3347,5165,12,1625.21,34.93,80.86,593.52,915.9
1987,LANPD00,New Orleans,LA,549536,7678,205,359,3328,3786,12,1397.18,37.3,65.33,605.6,688.94
1988,LANPD00,New Orleans,LA,538047,8923,228,403,3563,4729,12,1658.41,42.38,74.9,662.21,878.92
1989,LANPD00,New Orleans,LA,528589,10203,251,388,4115,5449,12,1930.23,47.48,73.4,778.49,1030.86
1990,LANPD00,New Orleans,LA,496938,11227,304,361,4514,6048,12,2259.24,61.17,72.64,908.36,1217.05
1991,LANPD00,New Orleans,LA,500791,10969,345,302,4353,5969,12,2190.33,68.89,60.3,869.22,1191.91
1992,LANPD00,New Orleans,LA,505008,10007,279,287,4100,5341,12,1981.55,55.25,56.83,811.87,1057.61
1993,LANPD00,New Orleans,LA,491619,10024,395,298,4152,5179,12,2038.98,80.35,60.62,844.56,1053.46
1994,LANPD00,New Orleans,LA,493990,9321,424,436,3639,4822,12,1886.88,85.83,88.26,736.65,976.13
1995,LANPD00,New Orleans,LA,487179,10876,363,487,4677,5349,12,2232.44,74.51,99.96,960.02,1097.95
1996,LANPD00,New Orleans,LA,488300,11021,351,390,4580,5700,12,2257.01,71.88,79.87,937.95,1167.32
1997,LANPD00,New Orleans,LA,488509,8404,267,385,3780,3972,12,1720.34,54.66,78.81,773.78,813.09
1998,LANPD00,New Orleans,LA,471157,6888,230,299,3394,2965,12,1461.93,48.82,63.46,720.35,629.3
1999,LANPD00,New Orleans,LA,465828,5931,158,280,2760,2733,12,1273.22,33.92,60.11,592.49,586.7
2000,LANPD00,New Orleans,LA,484674,5155,204,227,2303,2421,12,1063.6,42.09,46.84,475.16,499.51
2001,LANPD00,New Orleans,LA,484289,5877,213,209,2677,2778,12,1213.53,43.98,43.16,552.77,573.62
2002,LANPD00,New Orleans,LA,486157,4556,258,162,2142,1994,12,937.15,53.07,33.32,440.6,410.16
2003,LANPD00,New Orleans,LA,475128,4596,274,213,2038,2071,12,967.32,57.67,44.83,428.94,435.88
2004,LANPD00,New Orleans,LA,471057,4467,264,189,2178,1836,12,948.29,56.04,40.12,462.36,389.76
2005,LANPD00,New Orleans,LA,463072,2090,138,89,1107,756,6,451.33,29.8,19.22,239.06,163.26
2006,LANPD00,New Orleans,LA,431153,2255,162,87,1245,761,12,523.02,37.57,20.18,288.76,176.5
2007,LANPD00,New Orleans,LA,220614,3451,209,115,1973,1154,12,1564.27,94.74,52.13,894.32,523.09
2008,LANPD00,New Orleans,LA,281440,2869,179,65,1540,1085,12,1019.4,63.6,23.1,547.19,385.52
2009,LANPD00,New Orleans,LA,336425,2614,174,98,1410,932,12,776.99,51.72,29.13,419.11,277.03
2010,LANPD00,New Orleans,LA,343829,2593,175,144,1321,953,12,754.15,50.9,41.88,384.2,277.17
2011,LANPD00,New Orleans,LA,346974,2748,200,163,1326,1059,12,791.99,57.64,46.98,382.16,305.21
2012,LANPD00,New Orleans,LA,362874,2958,193,136,1564,1065,12,815.16,53.19,37.48,431,293.49
2013,LANPD00,New Orleans,LA,377022,2965,156,176,1495,1138,12,786.43,41.38,46.68,396.53,301.84
2014,LANPD00,New Orleans,LA,387113,3770,150,244,1906,1470,12,973.88,38.75,63.03,492.36,379.73
2015,LANPD00,New Orleans,LA,393447,3736,164,409,1666,1497,,949.56,41.68,103.95,423.44,380.48
1975,NY03030,New York City,NY,7422506,132182,1645,3866,43481,83190,12,1780.83,22.16,52.08,585.8,1120.78
1976,NY03030,New York City,NY,7530493,134153,1622,3400,42948,86183,12,1781.46,21.54,45.15,570.32,1144.45
1977,NY03030,New York City,NY,7481613,121916,1557,3899,42056,74404,12,1629.54,20.81,52.11,562.12,994.49
1978,NY03030,New York City,NY,7242886,122685,1503,3882,43271,74029,12,1693.87,20.75,53.6,597.43,1022.09
1979,NY03030,New York City,NY,7109420,132383,1733,3875,44203,82572,12,1862.08,24.38,54.51,621.75,1161.44
1980,NY03030,New York City,NY,7035348,149549,1812,3711,43476,100550,12,2125.68,25.76,52.75,617.97,1429.21
1981,NY03030,New York City,NY,7070429,156946,1826,3862,43783,107475,12,2219.75,25.83,54.62,619.24,1520.06
1982,NY03030,New York City,NY,7096559,143943,1668,3547,42784,95944,12,2028.35,23.5,49.98,602.88,1351.98
1983,NY03030,New York City,NY,7100063,132653,1622,3662,43326,84043,12,1868.34,22.84,51.58,610.22,1183.69
1984,NY03030,New York City,NY,7167121,132292,1450,3829,47472,79541,12,1845.82,20.23,53.42,662.36,1109.8
1985,NY03030,New York City,NY,7183984,135152,1384,3880,50356,79532,12,1881.3,19.27,54.01,700.95,1107.07
1986,NY03030,New York City,NY,7179609,143251,1582,3536,57306,80827,12,1995.25,22.03,49.25,798.18,1125.79
1987,NY03030,New York City,NY,7284319,148313,1672,3507,64244,78890,12,2036.06,22.95,48.14,881.95,1083.01
1988,NY03030,New York City,NY,7346352,162916,1896,3412,71030,86578,12,2217.64,25.81,46.44,966.87,1178.52
1989,NY03030,New York City,NY,7369454,169487,1905,3254,70951,93377,12,2299.86,25.85,44.16,962.77,1267.08
1990,NY03030,New York City,NY,7322564,174542,2245,3126,68891,100280,12,2383.62,30.66,42.69,940.8,1369.47
1991,NY03030,New York City,NY,7350023,170390,2154,2892,66832,98512,12,2318.22,29.31,39.35,909.28,1340.3
1992,NY03030,New York City,NY,7375097,159578,1995,2815,63529,91239,12,2163.74,27.05,38.17,861.4,1237.12
1993,NY03030,New York City,NY,7347257,153543,1946,2818,62778,86001,12,2089.8,26.49,38.35,854.44,1170.52
1994,NY03030,New York City,NY,7336224,136522,1561,2666,59755,72540,12,1860.93,21.28,36.34,814.52,988.79
1995,NY03030,New York City,NY,7319546,114023,1177,2317,51251,59278,12,1557.79,16.08,31.65,700.19,809.86
1996,NY03030,New York City,NY,7339594,98660,983,2332,45673,49672,12,1344.22,13.39,31.77,622.28,676.77
1997,NY03030,New York City,NY,7320477,92853,770,2157,45218,44708,12,1268.4,10.52,29.47,617.69,610.73
1998,NY03030,New York City,NY,7357745,85891,633,2046,43853,39359,12,1167.35,8.6,27.81,596.01,534.93
1999,NY03030,New York City,NY,7429263,78945,664,1702,40488,36091,12,1062.62,8.94,22.91,544.98,485.8
2000,NY03030,New York City,NY,8008278,75692,673,1630,40831,32558,12,945.17,8.4,20.35,509.86,406.55
2001,NY03030,New York City,NY,8023018,68173,629,1530,37812,28202,12,849.72,7.84,19.07,471.29,351.51
2002,NY03030,New York City,NY,8084693,63839,587,1689,34334,27229,12,789.63,7.26,20.89,424.68,336.8
2003,NY03030,New York City,NY,8098066,59448,597,1609,31253,25989,12,734.1,7.37,19.87,385.93,320.93
2004,NY03030,New York City,NY,8101321,55688,570,1428,29317,24373,12,687.39,7.04,17.63,361.88,300.85
2005,NY03030,New York City,NY,8115690,54623,539,1412,27950,24722,12,673.05,6.64,17.4,344.39,304.62
2006,NY03030,New York City,NY,8165001,52086,596,1071,26908,23511,12,637.92,7.3,13.12,329.55,287.95
2007,NY03030,New York City,NY,8220196,50453,496,875,27295,21787,12,613.77,6.03,10.64,332.05,265.04
2008,NY03030,New York City,NY,8345075,48430,523,890,24831,22186,12,580.34,6.27,10.66,297.55,265.86
2009,NY03030,New York City,NY,8400907,46357,471,832,26457,18597,12,551.81,5.61,9.9,314.93,221.37
2010,NY03030,New York City,NY,8175133,48489,536,1036,27309,19608,12,593.13,6.56,12.67,334.05,239.85
2011,NY03030,New York City,NY,8211875,51209,515,1092,29829,19773,12,623.6,6.27,13.3,363.24,240.79
2012,NY03030,New York City,NY,8289415,52993,419,1162,31211,20201,12,639.29,5.05,14.02,376.52,243.7
2013,NY03030,New York City,NY,8396126,52384,335,1112,31767,19170,12,623.91,3.99,13.24,378.35,228.32
2014,NY03030,New York City,NY,8473938,50564,333,2190,31460,16581,12,596.7,3.93,25.84,371.26,195.67
2015,NY03030,New York City,NY,8550861,50088,352,2244,30546,16946,,585.77,4.12,26.24,357.23,198.18
1975,NJNPD00,Newark,NJ,372663,7136,122,297,2444,4273,12,1914.87,32.74,79.7,655.82,1146.61
1976,NJNPD00,Newark,NJ,367886,6565,99,323,2309,3834,12,1784.52,26.91,87.8,627.64,1042.17
1977,NJNPD00,Newark,NJ,351412,6175,92,324,2556,3203,12,1757.2,26.18,92.2,727.35,911.47
1978,NJNPD00,Newark,NJ,325679,6843,109,315,2737,3682,12,2101.15,33.47,96.72,840.4,1130.56
1979,NJNPD00,Newark,NJ,315818,9647,129,417,3001,6100,12,3054.61,40.85,132.04,950.23,1931.49
1980,NJNPD00,Newark,NJ,330104,11270,163,546,3716,6845,12,3414.08,49.38,165.4,1125.71,2073.59
1981,NJNPD00,Newark,NJ,332746,12320,161,598,3783,7778,12,3702.52,48.39,179.72,1136.9,2337.52
1982,NJNPD00,Newark,NJ,334414,10704,117,489,3705,6393,12,3200.82,34.99,146.23,1107.91,1911.7
1983,NJNPD00,Newark,NJ,336016,9327,112,553,3375,5287,12,2775.76,33.33,164.58,1004.42,1573.44
1984,NJNPD00,Newark,NJ,324961,8580,87,589,3244,4660,12,2640.32,26.77,181.25,998.27,1434.02
1985,NJNPD00,Newark,NJ,316356,9736,117,594,3705,5320,12,3077.55,36.98,187.76,1171.15,1681.65
1986,NJNPD00,Newark,NJ,318801,10160,113,589,3994,5464,12,3186.94,35.45,184.75,1252.82,1713.92
1987,NJNPD00,Newark,NJ,318402,8926,81,577,4038,4230,12,2803.37,25.44,181.22,1268.21,1328.51
1988,NJNPD00,Newark,NJ,319191,9733,115,522,4672,4424,12,3049.27,36.03,163.54,1463.7,1386
1989,NJNPD00,Newark,NJ,313839,10340,107,376,4547,5310,12,3294.68,34.09,119.81,1448.83,1691.95
1990,NJNPD00,Newark,NJ,275221,10684,112,326,4225,6021,12,3881.97,40.69,118.45,1535.13,2187.7
1991,NJNPD00,Newark,NJ,276510,9402,88,244,3869,5201,12,3400.24,31.83,88.24,1399.23,1880.94
1992,NJNPD00,Newark,NJ,277544,9715,87,313,3926,5389,12,3500.35,31.35,112.77,1414.55,1941.67
1993,NJNPD00,Newark,NJ,269892,10222,96,257,3977,5892,12,3787.44,35.57,95.22,1473.55,2183.1
1994,NJNPD00,Newark,NJ,271025,10409,96,207,4331,5775,12,3840.61,35.42,76.38,1598.01,2130.8
1995,NJNPD00,Newark,NJ,260232,10371,102,216,4573,5480,12,3985.29,39.2,83,1757.28,2105.81
1996,NJNPD00,Newark,NJ,261909,8761,92,179,4271,4219,12,3345.05,35.13,68.34,1630.72,1610.86
1997,NJNPD00,Newark,NJ,264270,7227,57,170,3558,3442,12,2734.7,21.57,64.33,1346.35,1302.46
1998,NJNPD00,Newark,NJ,269205,5637,60,162,2569,2846,12,2093.94,22.29,60.18,954.29,1057.19
1999,NJNPD00,Newark,NJ,268348,4867,69,103,2263,2432,12,1813.69,25.71,38.38,843.31,906.29
2000,NJNPD00,Newark,NJ,273546,4092,58,95,2016,1923,12,1495.91,21.2,34.73,736.99,702.99
2001,NJNPD00,Newark,NJ,275823,3837,90,91,1819,1837,12,1391.11,32.63,32.99,659.48,666.01
2002,NJNPD00,Newark,NJ,279269,3193,65,88,1473,1567,12,1143.34,23.28,31.51,527.45,561.11
2003,NJNPD00,Newark,NJ,278551,2731,81,85,1261,1304,12,980.43,29.08,30.52,452.7,468.14
2004,NJNPD00,Newark,NJ,279857,2867,84,73,1365,1345,12,1024.45,30.02,26.08,487.75,480.6
2005,NJNPD00,Newark,NJ,281063,2821,97,83,1391,1250,12,1003.69,34.51,29.53,494.91,444.74
2006,NJNPD00,Newark,NJ,280877,2839,105,87,1359,1288,12,1010.76,37.38,30.97,483.84,458.56
2007,NJNPD00,Newark,NJ,280158,2415,104,60,1147,1104,12,862.01,37.12,21.42,409.41,394.06
2008,NJNPD00,Newark,NJ,279788,2660,67,51,1155,1387,12,950.72,23.95,18.23,412.81,495.73
2009,NJNPD00,Newark,NJ,279203,2597,80,68,1130,1319,12,930.15,28.65,24.36,404.72,472.42
2010,NJNPD00,Newark,NJ,277140,2885,90,79,1112,1604,12,1040.99,32.47,28.51,401.24,578.77
2011,NJNPD00,Newark,NJ,278064,3243,94,58,1114,1977,12,1166.28,33.81,20.86,400.63,710.99
2012,NJNPD00,Newark,NJ,278906,3220,96,55,1093,1976,12,1154.51,34.42,19.72,391.89,708.48
2013,NJNPD00,Newark,NJ,278246,3516,112,45,926,2433,12,1263.63,40.25,16.17,332.8,874.41
2014,NJNPD00,Newark,NJ,279110,3009,94,49,944,1922,12,1078.07,33.68,17.56,338.22,688.62
2015,NJNPD00,Newark,NJ,279110,3072,107,104,1068,1793,,1100.64,38.34,37.26,382.64,642.4
1975,OK05506,Oklahoma City,OK,384081,2666,61,249,1364,992,12,694.12,15.88,64.83,355.13,258.28
1976,OK05506,Oklahoma City,OK,376522,2360,36,228,1326,770,12,626.79,9.56,60.55,352.17,204.5
1977,OK05506,Oklahoma City,OK,373570,2695,67,251,1602,775,12,721.42,17.94,67.19,428.84,207.46
1978,OK05506,Oklahoma City,OK,381184,3607,67,314,2203,1023,12,946.26,17.58,82.37,577.94,268.37
1979,OK05506,Oklahoma City,OK,381348,3812,83,311,2230,1188,12,999.61,21.76,81.55,584.77,311.53
1980,OK05506,Oklahoma City,OK,401577,3734,72,337,2074,1251,12,929.83,17.93,83.92,516.46,311.52
1981,OK05506,Oklahoma City,OK,414523,4128,65,336,2236,1491,12,995.84,15.68,81.06,539.42,359.69
1982,OK05506,Oklahoma City,OK,425093,4286,89,386,2010,1801,12,1008.25,20.94,90.8,472.84,423.67
1983,OK05506,Oklahoma City,OK,441281,4685,61,533,2174,1917,12,1061.68,13.82,120.78,492.66,434.42
1984,OK05506,Oklahoma City,OK,439249,4259,65,516,2075,1603,12,969.61,14.8,117.47,472.4,364.94
1985,OK05506,Oklahoma City,OK,443575,4328,61,485,2197,1585,12,975.71,13.75,109.34,495.29,357.32
1986,OK05506,Oklahoma City,OK,444119,4239,60,425,2270,1484,12,954.47,13.51,95.7,511.12,334.14
1987,OK05506,Oklahoma City,OK,441408,3798,48,381,2047,1322,12,860.43,10.87,86.31,463.74,299.5
1988,OK05506,Oklahoma City,OK,440136,3986,60,377,2184,1365,12,905.63,13.63,85.66,496.21,310.13
1989,OK05506,Oklahoma City,OK,431982,4307,61,352,2277,1617,12,997.03,14.12,81.48,527.11,374.32
1990,OK05506,Oklahoma City,OK,444719,4813,68,422,2925,1398,12,1082.26,15.29,94.89,657.72,314.36
1991,OK05506,Oklahoma City,OK,449025,5066,56,473,3038,1499,12,1128.22,12.47,105.34,676.58,333.83
1992,OK05506,Oklahoma City,OK,454255,6358,61,472,3989,1836,12,1399.65,13.43,103.91,878.14,404.18
1993,OK05506,Oklahoma City,OK,457448,6480,80,515,4161,1724,12,1416.55,17.49,112.58,909.61,376.87
1994,OK05506,Oklahoma City,OK,461271,6471,65,546,4112,1748,12,1402.86,14.09,118.37,891.45,378.95
1995,OK05506,Oklahoma City,OK,466232,6027,227,473,3724,1603,12,1292.7,48.69,101.45,798.74,343.82
1996,OK05506,Oklahoma City,OK,469632,5308,67,477,3286,1478,12,1130.25,14.27,101.57,699.7,314.71
1997,OK05506,Oklahoma City,OK,472046,5065,59,409,3200,1397,12,1072.99,12.5,86.64,677.9,295.95
1998,OK05506,Oklahoma City,OK,463637,4616,56,421,2867,1272,12,995.61,12.08,90.8,618.37,274.35
1999,OK05506,Oklahoma City,OK,473772,4071,56,398,2553,1064,12,859.27,11.82,84.01,538.87,224.58
2000,OK05506,Oklahoma City,OK,506132,3951,38,388,2535,990,12,780.63,7.51,76.66,500.86,195.6
2001,OK05506,Oklahoma City,OK,507517,4183,45,405,2643,1090,12,824.21,8.87,79.8,520.77,214.77
2002,OK05506,Oklahoma City,OK,512448,4214,38,445,2562,1169,12,822.33,7.42,86.84,499.95,228.12
2003,OK05506,Oklahoma City,OK,521681,4642,49,365,2847,1381,12,889.82,9.39,69.97,545.74,264.72
2004,OK05506,Oklahoma City,OK,525094,4321,39,374,2735,1173,12,822.9,7.43,71.23,520.86,223.39
2005,OK05506,Oklahoma City,OK,531688,4538,54,358,2933,1193,12,853.51,10.16,67.33,551.64,224.38
2006,OK05506,Oklahoma City,OK,536016,4301,55,327,2740,1179,12,802.4,10.26,61.01,511.18,219.96
2007,OK05506,Oklahoma City,OK,542199,4612,58,326,2831,1397,12,850.61,10.7,60.13,522.13,257.65
2008,OK05506,Oklahoma City,OK,552452,5400,57,318,3501,1524,12,977.46,10.32,57.56,633.72,275.86
2009,OK05506,Oklahoma City,OK,556939,5181,65,294,3573,1249,12,930.26,11.67,52.79,641.54,224.26
2010,OK05506,Oklahoma City,OK,579999,5304,54,340,3798,1112,12,914.48,9.31,58.62,654.83,191.72
2011,OK05506,Oklahoma City,OK,586208,5108,58,277,3541,1232,12,871.36,9.89,47.25,604.05,210.16
2012,OK05506,Oklahoma City,OK,595607,5474,85,389,3791,1209,12,919.06,14.27,65.31,636.49,202.99
2013,OK05506,Oklahoma City,OK,605034,4998,62,450,3295,1191,12,826.07,10.25,74.38,544.6,196.85
2014,OK05506,Oklahoma City,OK,617975,4782,45,434,3177,1126,12,773.82,7.28,70.23,514.1,182.21
2015,OK05506,Oklahoma City,OK,630621,4828,73,480,3083,1192,,765.59,11.58,76.12,488.88,189.02
1975,NB02802,Omaha,NE,391389,2540,36,178,1115,1211,12,648.97,9.2,45.48,284.88,309.41
1976,NB02802,Omaha,NE,388592,2008,19,193,1008,788,12,516.74,4.89,49.67,259.4,202.78
1977,NB02802,Omaha,NE,367281,1918,31,172,906,809,12,522.22,8.44,46.83,246.68,220.27
1978,NB02802,Omaha,NE,364446,1856,24,162,792,878,12,509.27,6.59,44.45,217.32,240.91
1979,NB02802,Omaha,NE,370326,2017,40,193,830,954,12,544.66,10.8,52.12,224.13,257.61
1980,NB02802,Omaha,NE,312919,1983,38,213,679,1053,12,633.71,12.14,68.07,216.99,336.51
1981,NB02802,Omaha,NE,322883,1583,28,186,470,899,12,490.27,8.67,57.61,145.56,278.43
1982,NB02802,Omaha,NE,324936,2450,20,175,1512,743,12,753.99,6.16,53.86,465.32,228.66
1983,NB02802,Omaha,NE,327276,2390,27,157,1584,622,12,730.27,8.25,47.97,484,190.05
1984,NB02802,Omaha,NE,357790,2410,24,202,1654,530,12,673.58,6.71,56.46,462.28,148.13
